Lot Frontage,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,Central Air,Gr Liv Area,Full Bath,Half Bath,Kitchen Qual,Fireplaces,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,SalePrice,SalePriceLog
56.0,9,2005,2006,870.0,1410.0,1848.0,Y,2728,2,1,Ex,2,Fin,3.0,Y,0,0,437154,12.988043102265232
74.0,8,2005,2005,280.0,546.0,1058.0,Y,1904,2,1,Ex,1,Fin,2.0,Y,179,60,275000,12.524530013005734
,8,2004,2004,112.0,994.0,1420.0,Y,1914,2,1,Gd,1,RFn,3.0,Y,168,127,279000,12.53897064502647
43.0,7,2005,2005,240.0,659.0,1364.0,Y,1364,2,0,Gd,1,RFn,2.0,Y,192,36,185850,12.13270055639427
48.0,9,2005,2005,278.0,472.0,1560.0,Y,1565,2,0,Ex,1,RFn,2.0,Y,196,56,282500,12.551437369385376
48.0,7,2005,2006,94.0,0.0,1368.0,Y,1368,2,0,Gd,1,RFn,2.0,Y,132,35,202500,12.218500103788143
40.0,7,2005,2006,94.0,0.0,1368.0,Y,1368,2,0,Gd,1,RFn,2.0,Y,132,35,202665,12.2193145828011
61.0,9,2006,2006,518.0,1023.0,1686.0,Y,1686,2,0,Ex,1,Fin,3.0,Y,266,100,332200,12.713495486391599
48.0,9,2006,2006,572.0,415.0,1666.0,Y,1666,2,0,Gd,1,RFn,2.0,Y,228,75,310090,12.644621081771527
,7,2003,2003,163.0,0.0,1405.0,Y,1405,2,0,Gd,1,RFn,2.0,Y,148,36,171750,12.053801032483948
65.0,6,2005,2006,0.0,28.0,1316.0,Y,1316,2,0,Gd,1,Fin,2.0,Y,100,0,169990,12.043500773454495
65.0,6,2005,2006,0.0,0.0,728.0,Y,1456,2,1,Gd,1,Fin,2.0,Y,0,24,170440,12.046144474763969
65.0,7,2006,2006,0.0,0.0,738.0,Y,1492,2,1,Gd,0,Fin,2.0,Y,0,32,169985,12.043471359700032
58.0,7,2006,2006,0.0,554.0,654.0,Y,1496,2,1,Gd,1,RFn,2.0,Y,100,24,179665,12.098854850641
58.0,7,2006,2006,0.0,0.0,879.0,Y,1863,2,1,Gd,1,Fin,3.0,Y,100,17,219210,12.29779001527865
102.0,6,2006,2006,0.0,0.0,1326.0,Y,1326,2,0,Gd,0,Fin,2.0,Y,100,0,174190,12.067907677312713
105.0,6,2006,2006,0.0,0.0,728.0,Y,1456,2,1,TA,0,RFn,2.0,Y,0,0,172785,12.059809113551397
96.0,8,2004,2005,236.0,0.0,1052.0,Y,2373,2,1,Gd,1,Fin,3.0,Y,120,46,258000,12.460718739865236
75.0,7,2006,2006,0.0,0.0,738.0,Y,1492,2,1,Gd,0,Fin,2.0,Y,100,32,185101,12.128662303473503
43.0,7,2006,2006,14.0,453.0,1220.0,Y,1364,2,0,Gd,1,Fin,2.0,Y,100,16,210250,12.256057334066451
,7,2003,2004,18.0,0.0,1374.0,Y,1557,2,0,Gd,1,Fin,2.0,Y,143,20,234000,12.36308066783498
,8,2003,2003,40.0,0.0,1273.0,Y,1456,2,0,Gd,1,Fin,2.0,Y,143,20,215000,12.278397958261774
,7,2002,2002,40.0,1038.0,1368.0,Y,1511,2,0,Gd,1,Fin,2.0,Y,130,30,246990,12.417107177699299
,7,2004,2004,18.0,0.0,1375.0,Y,1414,2,0,Gd,1,Fin,2.0,Y,144,20,178740,12.093693109638318
,7,2004,2004,18.0,1059.0,1365.0,Y,1548,2,0,Gd,1,Fin,2.0,Y,143,20,225000,12.323860125621126
43.0,7,2005,2006,16.0,16.0,1248.0,Y,1248,2,0,Gd,0,Fin,2.0,Y,108,0,167240,12.027191164883384
43.0,7,2005,2006,14.0,16.0,1142.0,Y,1142,2,0,Gd,0,Fin,2.0,Y,90,0,156820,11.962860306502243
43.0,7,2005,2005,145.0,16.0,1362.0,Y,1506,2,0,Gd,1,Fin,2.0,Y,142,20,213490,12.271349956195543
53.0,8,2006,2006,0.0,1154.0,1520.0,Y,1567,2,0,Ex,1,Fin,3.0,Y,312,0,264561,12.485830907348902
53.0,7,2006,2006,45.0,1070.0,1356.0,Y,1500,2,0,Gd,1,Fin,3.0,Y,161,20,246578,12.415437707935368
60.0,5,2005,2005,0.0,0.0,732.0,Y,1838,2,1,TA,1,Fin,2.0,Y,100,40,192140,12.165984756488543
,6,2002,2003,0.0,457.0,783.0,Y,1509,2,1,Gd,1,Fin,2.0,Y,100,75,183200,12.118339189722553
74.0,8,2004,2004,0.0,0.0,707.0,Y,1414,2,1,Gd,1,Fin,2.0,Y,100,35,178000,12.08954444723597
59.0,7,2004,2005,0.0,0.0,848.0,Y,1598,2,1,Gd,1,Fin,2.0,Y,100,48,201490,12.213499994358957
106.0,8,2000,2000,40.0,0.0,1406.0,Y,1936,2,1,Gd,1,RFn,2.0,Y,188,124,230500,12.348010479804223
63.0,7,2003,2003,0.0,0.0,783.0,Y,1509,2,1,Gd,1,Fin,2.0,Y,0,75,180000,12.100717685412471
,6,2000,2000,0.0,0.0,953.0,Y,1664,2,1,TA,1,RFn,2.0,Y,100,40,172400,12.057578437658945
,6,2000,2000,0.0,732.0,982.0,Y,1889,2,1,TA,1,Fin,2.0,Y,0,0,215000,12.278397958261774
,7,1998,1999,0.0,0.0,930.0,Y,1886,2,1,Gd,1,Fin,2.0,Y,89,0,199900,12.20557752297723
58.0,6,2000,2000,0.0,786.0,959.0,Y,1671,2,1,TA,1,Fin,2.0,Y,0,38,173000,12.06105265381003
,7,2006,2006,0.0,0.0,1035.0,Y,2322,3,1,Gd,0,RFn,3.0,Y,400,45,287602,12.569336335929005
66.0,7,1999,1999,302.0,0.0,975.0,Y,2291,2,1,Gd,1,Fin,2.0,Y,192,0,230000,12.345838935721968
82.0,8,1997,1998,423.0,1074.0,1396.0,Y,2392,2,1,Gd,1,Fin,3.0,Y,0,70,348000,12.759960632315702
84.0,8,1998,1998,242.0,791.0,1044.0,Y,1976,2,1,Gd,1,Fin,3.0,Y,210,31,286000,12.563750586299374
83.0,8,2000,2000,322.0,505.0,1160.0,Y,2234,2,1,Gd,1,RFn,3.0,Y,0,50,300000,12.611541086966115
118.0,10,1995,1996,1378.0,1387.0,1930.0,Y,3627,3,1,Gd,1,Fin,3.0,Y,361,76,625000,13.345508528717259
,9,2000,2000,877.0,1182.0,1540.0,Y,2855,2,1,Ex,1,RFn,3.0,Y,247,55,405000,12.91164481522143
78.0,8,1998,1998,530.0,956.0,1086.0,Y,1924,2,1,Gd,1,RFn,2.0,Y,208,75,280000,12.54254845357358
93.0,8,1998,1998,650.0,0.0,1141.0,Y,2263,2,1,Gd,1,Fin,2.0,Y,144,123,258000,12.460718739865236
83.0,8,1995,1995,397.0,527.0,1342.0,Y,2726,2,1,Gd,1,RFn,3.0,Y,307,169,350000,12.765691290604371
114.0,9,1993,1994,738.0,292.0,1733.0,Y,3500,3,1,Ex,1,RFn,3.0,Y,870,86,584500,13.278513770756783
,8,1994,1995,501.0,380.0,1290.0,Y,2494,2,1,Gd,1,Fin,3.0,Y,200,95,321000,12.679199517372098
92.0,8,1994,1994,391.0,740.0,1165.0,Y,2526,2,1,Gd,1,RFn,3.0,Y,309,78,290000,12.577639650232573
,8,1993,1993,420.0,247.0,1286.0,Y,2799,2,1,Gd,1,Fin,3.0,Y,432,136,315000,12.660331092405906
75.0,8,2005,2006,192.0,0.0,1100.0,Y,1964,2,1,Gd,1,Fin,2.0,Y,200,70,252000,12.437188334739655
49.0,8,2006,2006,,1562.0,1670.0,Y,1670,2,1,Gd,1,RFn,3.0,Y,0,240,336820,12.727306910950475
49.0,8,2005,2006,0.0,1721.0,2077.0,Y,2097,1,1,Ex,1,Fin,3.0,Y,192,267,423000,12.955129822091815
85.0,8,2006,2006,420.0,1220.0,1660.0,Y,1660,2,0,Gd,1,RFn,2.0,Y,322,50,290000,12.577639650232573
73.0,7,2005,2005,228.0,0.0,1616.0,Y,1616,2,0,Gd,0,RFn,3.0,Y,208,59,232000,12.354496960983985
85.0,8,2006,2006,60.0,0.0,1504.0,Y,1504,2,0,Gd,0,Fin,2.0,Y,144,0,199000,12.201065128819632
72.0,8,2006,2006,0.0,24.0,1278.0,Y,1278,2,0,Gd,0,RFn,2.0,Y,0,60,198600,12.19905306582726
100.0,9,2006,2006,0.0,1836.0,2036.0,Y,2640,3,1,Ex,1,RFn,3.0,Y,0,265,405749,12.913492485376837
81.0,8,2006,2006,0.0,0.0,1489.0,Y,1489,2,0,Gd,1,RFn,2.0,Y,0,140,232600,12.357079818283598
84.0,8,2006,2006,0.0,0.0,1095.0,Y,1939,2,1,Gd,1,RFn,3.0,Y,192,51,266000,12.491255347155265
65.0,7,2005,2006,0.0,0.0,756.0,Y,1553,2,1,Gd,0,RFn,2.0,Y,0,45,186500,12.136191879981927
65.0,6,2005,2005,0.0,0.0,858.0,Y,1716,2,1,Gd,0,RFn,2.0,Y,0,53,200825,12.210194140489344
65.0,7,2006,2006,0.0,0.0,770.0,Y,1576,2,1,Gd,0,RFn,2.0,Y,0,50,197000,12.190964083849375
60.0,6,2006,2006,68.0,905.0,1262.0,Y,1262,2,0,Gd,0,Fin,2.0,Y,0,120,185000,12.128116509451258
62.0,7,2005,2005,0.0,0.0,1257.0,Y,1266,2,0,Gd,1,Unf,2.0,Y,38,144,176000,12.07824495582233
60.0,7,2006,2006,0.0,0.0,1293.0,Y,1301,2,0,Gd,1,RFn,2.0,Y,216,121,187750,12.142871895843887
74.0,6,2005,2005,0.0,24.0,1142.0,Y,1142,1,1,Gd,0,,0.0,Y,4,50,139500,11.845827048676645
91.0,7,2005,2006,118.0,0.0,1400.0,Y,1400,2,0,Gd,0,RFn,2.0,Y,144,55,186800,12.137799158081608
63.0,6,2005,2006,0.0,0.0,1131.0,Y,1131,1,1,Gd,0,,0.0,Y,0,39,132000,11.790564777297387
63.0,6,2005,2005,0.0,0.0,1141.0,Y,1141,1,1,TA,0,Unf,2.0,Y,0,0,142500,11.86710429621008
63.0,6,2004,2004,0.0,941.0,1158.0,Y,1158,1,1,Gd,0,Unf,2.0,Y,0,50,158000,11.970356641102999
65.0,7,2005,2005,172.0,0.0,891.0,Y,1686,2,1,Gd,0,Fin,2.0,Y,144,101,184000,12.122696471358964
74.0,7,2005,2005,96.0,0.0,784.0,Y,1585,2,1,Gd,0,RFn,2.0,Y,100,77,184900,12.127575825689417
70.0,6,1997,1998,0.0,0.0,941.0,Y,1837,2,1,TA,0,RFn,2.0,Y,150,165,187000,12.138869243416009
65.0,6,1992,1992,0.0,387.0,761.0,Y,1603,2,1,Gd,0,RFn,2.0,Y,0,124,175900,12.077676615757813
70.0,6,1992,1993,0.0,758.0,836.0,Y,1731,2,1,Gd,0,RFn,2.0,Y,307,85,248500,12.423202148655593
50.0,6,1990,1991,0.0,904.0,1398.0,Y,1398,2,0,Gd,0,RFn,2.0,Y,0,46,172000,12.055255569732177
50.0,6,1991,1991,0.0,278.0,1217.0,Y,1217,2,0,Gd,0,RFn,2.0,Y,0,64,151000,11.92504173829169
,6,1994,1994,0.0,274.0,636.0,Y,1320,2,1,Gd,0,Fin,2.0,Y,0,40,150000,11.918397239722838
,4,1966,1966,0.0,1056.0,1056.0,Y,1056,1,0,TA,0,Unf,1.0,Y,0,42,107000,11.580593459194764
60.0,5,1965,1965,0.0,641.0,828.0,Y,965,1,0,TA,0,Unf,1.0,Y,421,0,119900,11.694421681264394
70.0,5,1962,1962,51.0,36.0,988.0,Y,988,1,0,TA,0,Unf,2.0,Y,0,0,129500,11.771443882099637
70.0,5,1963,1963,336.0,1332.0,1728.0,Y,1728,2,0,TA,0,Unf,2.0,Y,0,0,125000,11.736077016252437
68.0,6,1977,1977,0.0,0.0,0.0,Y,1654,2,0,TA,0,RFn,2.0,Y,0,0,119500,11.691080018519527
,5,1962,2002,0.0,612.0,864.0,Y,1211,1,0,TA,1,Unf,2.0,Y,161,0,144000,11.87757552297847
88.0,6,1977,1995,46.0,506.0,506.0,Y,1212,1,0,TA,1,Unf,2.0,Y,292,12,151000,11.92504173829169
,5,1965,1965,0.0,554.0,984.0,Y,984,1,0,TA,0,Unf,1.0,Y,0,0,126000,11.744045122410057
65.0,5,1968,1968,90.0,162.0,882.0,Y,909,1,0,TA,0,Unf,1.0,Y,0,155,116000,11.661354090741
,5,1963,1963,0.0,181.0,925.0,Y,925,1,0,TA,0,Unf,2.0,Y,203,74,133500,11.80186424743109
,5,1965,1965,0.0,712.0,1024.0,Y,1024,1,1,TA,0,Unf,1.0,Y,0,0,120875,11.702520505730682
,5,1965,1965,114.0,560.0,935.0,Y,935,1,0,TA,0,Unf,1.0,Y,180,0,137000,11.827743504053695
,5,1964,1964,0.0,644.0,912.0,N,912,1,0,TA,0,,0.0,Y,0,0,124000,11.728044909070785
65.0,5,1961,1994,0.0,465.0,912.0,Y,1236,1,0,TA,1,Unf,1.0,Y,0,0,135000,11.813037464800539
,5,1967,1967,0.0,659.0,912.0,Y,941,1,0,TA,1,Unf,1.0,Y,64,0,129200,11.769124610238766
100.0,7,1974,1974,145.0,1023.0,1748.0,Y,2646,2,0,Gd,4,RFn,2.0,Y,641,100,260000,12.468440756144114
121.0,8,1991,1992,284.0,0.0,1288.0,Y,2417,2,1,Gd,1,Unf,2.0,Y,127,82,260000,12.468440756144114
105.0,8,1992,1993,692.0,1118.0,1334.0,Y,2826,2,1,Gd,3,RFn,3.0,Y,177,208,334000,12.718899265966332
,8,1993,1993,0.0,1012.0,1338.0,Y,2520,2,1,Gd,1,RFn,3.0,Y,209,55,310000,12.644330802262578
,7,1992,2000,0.0,728.0,1095.0,Y,2295,2,1,Gd,1,RFn,2.0,Y,0,40,268000,12.498745990829315
89.0,8,1994,1995,0.0,1456.0,1624.0,Y,1624,2,0,Gd,1,RFn,3.0,Y,0,114,262000,12.476103599529843
34.0,7,2004,2004,0.0,0.0,1143.0,Y,1143,1,1,Gd,1,RFn,2.0,Y,0,191,176400,12.080515091473
37.0,8,2005,2005,0.0,1039.0,1247.0,Y,1247,1,1,Gd,1,Fin,2.0,Y,0,84,197000,12.190964083849375
30.0,7,2005,2005,0.0,0.0,600.0,Y,1200,2,1,Gd,0,RFn,2.0,Y,0,166,151000,11.92504173829169
24.0,7,2005,2005,0.0,0.0,600.0,Y,1223,2,1,Gd,0,RFn,2.0,Y,0,166,147400,11.900912042974875
24.0,7,2005,2005,0.0,0.0,600.0,Y,1223,2,1,Gd,0,RFn,2.0,Y,0,166,149900,11.917730355182513
30.0,7,2005,2005,0.0,0.0,600.0,Y,1200,2,1,Gd,0,RFn,2.0,Y,0,166,144152,11.878630514504515
,6,2000,2000,513.0,353.0,756.0,Y,1524,2,1,Gd,0,Unf,2.0,Y,0,32,166000,12.019749091416921
35.0,7,1999,1999,218.0,450.0,691.0,Y,1452,2,1,Gd,0,Unf,2.0,Y,0,34,183900,12.12215284831553
,7,2000,2000,0.0,641.0,673.0,Y,1382,2,1,Gd,0,Unf,2.0,Y,153,50,165000,12.013706813470414
,7,2003,2003,0.0,0.0,530.0,Y,1080,2,1,Gd,0,RFn,2.0,Y,0,50,139000,11.842236406331555
114.0,7,1997,1998,0.0,0.0,569.0,Y,1694,2,1,Gd,1,Unf,1.0,Y,0,382,200000,12.206077645517674
60.0,8,2001,2002,0.0,0.0,1568.0,Y,1568,2,0,Gd,1,RFn,2.0,Y,0,266,221000,12.30592250537653
30.0,8,1995,1996,0.0,437.0,1494.0,Y,1494,1,1,Ex,1,Fin,2.0,Y,0,30,270000,12.506180941677357
,6,1977,1977,0.0,767.0,1208.0,Y,1208,1,1,TA,1,RFn,2.0,Y,198,42,165000,12.013706813470414
,8,1980,1980,0.0,1009.0,1235.0,Y,1235,1,0,TA,3,Fin,2.0,Y,133,78,214000,12.273735966890268
36.0,8,1980,1980,0.0,860.0,1036.0,Y,1036,1,0,Gd,1,Fin,2.0,Y,133,108,188000,12.144202560946876
40.0,8,1980,1980,0.0,807.0,1226.0,Y,1226,1,0,Gd,1,Fin,2.0,Y,133,78,190000,12.154784614286667
40.0,8,1978,1978,0.0,652.0,1226.0,Y,1226,1,0,Gd,1,Fin,2.0,Y,133,60,170000,12.04355959836804
68.0,9,1981,1987,0.0,1810.0,1842.0,Y,1842,0,1,Gd,1,Fin,3.0,Y,857,72,385000,12.861001210669146
79.0,5,1972,1972,144.0,962.0,1153.0,Y,1193,2,0,TA,0,Fin,2.0,Y,140,153,146500,11.89478753335453
102.0,7,1968,1992,143.0,0.0,570.0,Y,1920,3,0,Gd,1,RFn,2.0,Y,0,98,170000,12.04355959836804
,7,1968,2003,0.0,297.0,1568.0,Y,2156,2,0,TA,1,RFn,2.0,Y,0,80,262500,12.47801017053037
90.0,6,1968,1968,420.0,404.0,708.0,Y,1416,2,1,TA,1,RFn,2.0,Y,0,169,179900,12.100161978566867
,6,1968,1984,220.0,619.0,1054.0,Y,2654,2,1,Gd,1,Unf,2.0,Y,0,65,250000,12.429220196836383
80.0,6,1972,1972,288.0,247.0,732.0,Y,1790,1,2,TA,1,RFn,2.0,Y,148,0,165150,12.014615485902027
78.0,7,1967,1967,264.0,553.0,1334.0,Y,1334,2,0,TA,0,RFn,2.0,Y,0,20,164500,12.010671928196443
80.0,7,1969,1969,168.0,0.0,1164.0,Y,1164,1,1,TA,0,Unf,2.0,Y,0,0,140000,11.849404844423074
75.0,5,1967,1967,0.0,400.0,980.0,Y,980,2,0,TA,0,Fin,1.0,Y,68,0,135500,11.816734299348461
80.0,5,1968,1968,0.0,758.0,1051.0,Y,1051,1,0,TA,0,RFn,2.0,Y,0,0,142000,11.863589378812122
72.0,5,1968,1968,300.0,361.0,900.0,Y,1770,1,1,TA,0,RFn,2.0,Y,0,60,155000,11.951186847493476
78.0,6,1968,2004,203.0,760.0,976.0,Y,976,1,0,Gd,1,RFn,2.0,Y,94,0,157500,11.967187086434018
70.0,5,1968,1968,168.0,1016.0,1052.0,Y,1052,1,1,TA,0,RFn,1.0,Y,356,0,138500,11.83863282480007
70.0,5,1968,1968,0.0,744.0,833.0,Y,898,1,0,TA,0,RFn,1.0,Y,143,0,140000,11.849404844423074
,5,1966,1966,0.0,799.0,1051.0,Y,1051,1,0,TA,0,RFn,1.0,Y,182,88,124400,11.731265497840116
80.0,5,1967,1967,140.0,602.0,1141.0,Y,1141,1,0,TA,0,Unf,1.0,Y,0,78,158000,11.970356641102999
71.0,5,1965,1998,166.0,661.0,864.0,Y,1200,1,1,Gd,0,Unf,2.0,Y,0,64,146000,11.891368749982085
,6,1971,1971,252.0,416.0,825.0,Y,1993,2,1,TA,1,RFn,2.0,Y,0,66,190000,12.154784614286667
,5,1961,1961,0.0,915.0,1050.0,Y,1050,1,0,TA,0,Unf,1.0,Y,0,319,136500,11.824087219587643
70.0,5,1958,1958,0.0,521.0,864.0,Y,864,1,0,TA,0,Unf,2.0,Y,0,0,129900,11.774527900858468
70.0,5,1959,2005,122.0,528.0,1626.0,Y,1712,2,0,TA,0,Fin,2.0,Y,272,54,145000,11.884495917930655
80.0,6,1965,2000,0.0,901.0,1187.0,Y,1565,2,0,Gd,2,RFn,1.0,Y,200,25,185900,12.132969552931216
80.0,6,1964,1964,425.0,553.0,1251.0,Y,1251,1,0,TA,2,RFn,1.0,Y,0,116,160000,11.982935344196433
,6,1964,1964,112.0,260.0,1008.0,Y,1488,1,1,TA,1,Fin,2.0,Y,154,60,167000,12.025755079404917
85.0,5,1964,1964,0.0,360.0,720.0,Y,1440,1,1,TA,1,Fin,2.0,Y,0,32,157500,11.967187086434018
75.0,6,1958,1958,105.0,513.0,588.0,Y,1095,1,0,TA,0,RFn,1.0,Y,0,0,140000,11.849404844423074
69.0,5,1958,1991,85.0,567.0,1008.0,Y,1053,1,1,Ex,0,RFn,2.0,Y,0,80,150000,11.918397239722838
80.0,5,1960,1960,88.0,632.0,1248.0,Y,1248,1,0,TA,0,Unf,1.0,Y,0,0,151500,11.928347504569842
60.0,6,1934,1950,0.0,574.0,816.0,Y,816,1,0,TA,1,Unf,1.0,Y,228,0,129800,11.773757787382696
,5,1954,1954,0.0,486.0,1008.0,Y,1008,1,0,TA,1,RFn,1.0,Y,0,0,137000,11.827743504053695
68.0,5,1947,1950,0.0,0.0,938.0,Y,1043,1,0,TA,1,Unf,1.0,Y,125,48,137000,11.827743504053695
51.0,4,1946,1950,0.0,384.0,747.0,Y,1230,1,1,TA,0,Unf,1.0,Y,0,57,121600,11.7085004721646
51.0,4,1923,1958,0.0,0.0,440.0,Y,869,1,0,Fa,0,,0.0,Y,0,0,85500,11.356283350762888
52.0,4,1926,1953,108.0,0.0,600.0,Y,747,1,0,TA,0,Unf,2.0,Y,0,0,79900,11.288543647320601
92.0,5,1908,1991,0.0,0.0,504.0,Y,1252,1,0,TA,0,Unf,2.0,Y,104,0,127000,11.751950239425476
80.0,5,1961,1990,0.0,915.0,1251.0,Y,1433,1,0,TA,1,Unf,2.0,Y,144,0,161000,11.989165855127435
89.0,5,1952,1952,150.0,40.0,1444.0,Y,1624,1,0,TA,1,RFn,1.0,Y,0,40,146500,11.89478753335453
80.0,5,1951,1951,144.0,996.0,1056.0,Y,1216,1,0,TA,0,RFn,1.0,Y,0,0,135000,11.813037464800539
89.0,5,1951,1951,44.0,756.0,2136.0,N,2136,2,0,TA,0,Unf,2.0,Y,0,30,137900,11.834291315386718
79.0,6,1941,1950,0.0,403.0,806.0,Y,1578,1,0,Fa,2,Unf,1.0,Y,0,0,133000,11.798111925972618
79.0,5,1949,1973,0.0,0.0,704.0,Y,1728,1,1,TA,1,Unf,1.0,Y,245,60,137000,11.827743504053695
82.0,5,1954,1975,0.0,486.0,936.0,Y,936,1,0,TA,0,Unf,1.0,Y,0,0,121000,11.703554089007538
,5,1967,1967,0.0,0.0,1584.0,Y,1584,2,0,TA,0,Unf,2.0,Y,0,0,119000,11.686887175419702
,6,1964,1964,0.0,939.0,1246.0,Y,1246,1,0,TA,2,RFn,2.0,Y,0,69,172000,12.055255569732177
85.0,5,1961,1961,203.0,600.0,1235.0,Y,1235,1,0,TA,0,Unf,2.0,Y,0,0,98600,11.498836682527127
88.0,7,1966,1966,309.0,445.0,924.0,Y,2157,2,1,Gd,2,Fin,2.0,Y,105,66,226000,12.328294703023396
75.0,5,1954,1954,0.0,812.0,936.0,Y,1128,1,0,TA,0,Unf,1.0,Y,0,0,118000,11.678448377988165
174.0,8,1918,1990,0.0,1036.0,1360.0,Y,3112,2,0,Gd,1,Unf,2.0,Y,0,16,235000,12.367345048436391
109.0,6,1963,1963,332.0,0.0,1008.0,Y,1008,1,0,TA,0,RFn,2.0,Y,0,0,135000,11.813037464800539
70.0,5,1962,1962,120.0,803.0,1106.0,Y,1190,1,0,TA,0,Unf,2.0,Y,0,18,132500,11.794345471549745
70.0,5,1959,1959,128.0,748.0,1144.0,Y,1144,1,0,TA,1,RFn,1.0,Y,86,0,143000,11.870606902224587
70.0,5,1957,1957,0.0,623.0,1179.0,Y,1364,1,1,TA,1,RFn,1.0,Y,0,60,132000,11.790564777297387
80.0,6,1960,1960,175.0,565.0,1383.0,Y,1383,1,1,TA,0,RFn,1.0,Y,0,45,145250,11.886218559372042
,6,1958,1958,632.0,203.0,1121.0,Y,1336,1,1,TA,1,RFn,2.0,Y,80,0,162000,11.995357787034976
125.0,5,1956,1956,272.0,678.0,1058.0,Y,1370,1,0,TA,1,RFn,1.0,Y,191,0,148000,11.904974309480181
69.0,5,1957,1957,0.0,895.0,1092.0,Y,1092,1,0,TA,1,Fin,1.0,Y,268,0,141000,11.856522261533737
72.0,6,1956,1994,0.0,914.0,1124.0,Y,1124,1,0,TA,1,Fin,1.0,Y,0,211,153000,11.938199736300925
72.0,5,1957,1996,64.0,360.0,1070.0,Y,1236,1,0,Gd,1,Unf,1.0,Y,0,0,134450,11.808955099378537
,5,1979,1979,0.0,943.0,943.0,Y,943,1,0,TA,2,Unf,2.0,Y,42,0,135960,11.820123358887447
70.0,6,1954,2000,176.0,824.0,1050.0,Y,1050,1,0,Gd,0,RFn,1.0,Y,0,0,156000,11.957617696467539
75.0,6,1954,1954,0.0,0.0,1367.0,Y,1375,1,0,TA,1,Unf,2.0,Y,0,30,140000,11.849404844423074
66.0,5,1952,2003,0.0,658.0,1008.0,Y,1008,1,0,TA,0,RFn,1.0,Y,0,154,139500,11.845827048676645
75.0,6,1951,1951,522.0,0.0,216.0,Y,1575,1,1,Gd,1,Unf,2.0,Y,0,0,155000,11.951186847493476
55.0,5,1956,1956,0.0,271.0,301.0,Y,1145,1,0,TA,0,Unf,2.0,Y,0,0,127000,11.751950239425476
65.0,5,1956,1956,0.0,488.0,1005.0,Y,1005,1,0,TA,1,Unf,1.0,Y,0,0,133500,11.80186424743109
80.0,5,1955,1955,0.0,144.0,1056.0,Y,1056,1,1,TA,0,Fin,1.0,Y,0,0,125000,11.736077016252437
85.0,5,1951,1991,0.0,741.0,884.0,Y,884,1,0,TA,0,Fin,1.0,Y,0,0,142000,11.863589378812122
118.0,7,1941,1963,0.0,0.0,929.0,Y,2039,1,1,TA,3,Unf,3.0,Y,0,0,167000,12.025755079404917
70.0,5,1956,2001,0.0,494.0,1015.0,Y,1384,1,0,TA,0,Unf,2.0,Y,75,0,159000,11.976665770490767
94.0,5,1925,1975,0.0,1018.0,2171.0,Y,2640,2,1,TA,1,RFn,3.0,N,631,48,180000,12.100717685412471
50.0,6,1947,1950,0.0,0.0,784.0,Y,1312,1,1,TA,0,Unf,2.0,Y,0,28,127000,11.751950239425476
50.0,6,1924,1950,0.0,617.0,617.0,Y,1310,2,0,TA,0,Unf,1.0,Y,0,0,112000,11.626263078808801
60.0,3,1930,2001,0.0,0.0,713.0,Y,713,1,0,Gd,0,Unf,1.0,N,0,75,99800,11.510933482289435
90.0,5,1954,2000,0.0,415.0,833.0,Y,833,1,0,Gd,0,Unf,1.0,Y,0,0,117000,11.669937760751914
60.0,5,1921,1968,0.0,0.0,1073.0,Y,1073,1,0,TA,0,Unf,1.0,Y,0,0,108480,11.59433032142082
60.0,3,1929,1950,0.0,0.0,715.0,N,715,1,0,TA,0,Unf,2.0,N,0,0,68000,11.127277689932466
60.0,4,1900,1998,0.0,0.0,448.0,Y,720,1,0,Fa,0,Unf,1.0,Y,0,0,86900,11.372524818667134
60.0,5,1920,1950,0.0,821.0,1120.0,Y,1130,1,0,TA,1,Unf,2.0,Y,229,0,120000,11.695255355062795
60.0,6,1915,1950,0.0,338.0,663.0,Y,1595,2,0,TA,1,Unf,2.0,Y,49,0,155500,11.954407441448915
60.0,4,1910,1950,0.0,0.0,1077.0,Y,1760,1,1,TA,1,Unf,2.0,Y,120,0,80000,11.289794413577894
60.0,3,1915,1950,0.0,0.0,672.0,Y,1214,1,0,TA,0,Unf,3.0,Y,216,0,105000,11.561725152903833
60.0,5,1900,1970,0.0,664.0,954.0,N,2414,2,0,TA,1,Unf,2.0,N,142,0,160000,11.982935344196433
60.0,5,1936,1989,0.0,626.0,796.0,Y,1466,2,0,Gd,1,Unf,2.0,Y,436,21,170000,12.04355959836804
84.0,6,1965,1965,101.0,643.0,1088.0,Y,1324,2,0,TA,1,RFn,2.0,Y,0,138,160000,11.982935344196433
85.0,5,1966,1966,1047.0,516.0,1024.0,Y,1086,1,0,TA,1,RFn,2.0,Y,0,0,159950,11.982622797311857
83.0,6,1963,1963,379.0,580.0,1083.0,Y,1146,1,0,TA,1,Unf,1.0,Y,345,75,165000,12.013706813470414
77.0,6,1962,1981,0.0,600.0,912.0,Y,1734,1,1,Gd,1,RFn,2.0,Y,0,0,159000,11.976665770490767
77.0,6,1962,1985,161.0,701.0,1135.0,Y,1207,1,1,TA,0,RFn,1.0,Y,0,240,147000,11.898194668458823
